ACID,ENTITY_CRE_FLG,ACCT_CLS_FLG,ACCT_CLS_DATE,FREZ_CODE,TS_CNT
878234,Y,N,2022-08-25,C,12
878235,Y,N,2022-08-25,C,13
878236,Y,N,2022-08-25,C,14
878237,Y,N,2022-08-25,C,15
878238,Y,N,2022-08-25,C,16
878239,Y,N,2022-08-25,C,17
878240,Y,N,2022-08-25,C,18
878241,Y,N,2022-08-25,C,19
878242,Y,N,2022-08-25,C,20
878243,Y,N,2022-08-25,C,21
878244,Y,N,2022-08-25,C,22
878245,Y,N,2022-08-25,C,23
878246,Y,N,2022-08-25,C,24
878247,Y,N,2022-08-25,C,25
878248,Y,N,2022-08-25,C,26
878249,Y,N,2022-08-25,C,27
878250,Y,N,2022-08-25,C,28
878251,Y,N,2022-08-25,C,29
878252,Y,N,2022-08-25,C,30
878253,Y,N,2022-08-25,C,31
878254,Y,N,2022-08-25,C,32
878255,Y,N,2022-08-25,C,33
878256,Y,N,2022-08-25,C,34
878257,Y,N,2022-08-25,C,35
878258,Y,N,2022-08-25,C,36
878259,Y,N,2022-08-25,C,37
878260,Y,N,2022-08-25,C,38
878261,Y,N,2022-08-25,C,39
878262,Y,N,2022-08-25,C,40
878263,Y,N,2022-08-25,C,41
878264,Y,N,2022-08-25,C,42
878265,Y,N,2022-08-25,C,43
878266,Y,N,2022-08-25,C,44
878267,Y,N,2022-08-25,C,45
878268,Y,N,2022-08-25,C,46
878269,Y,N,2022-08-25,C,47
878270,Y,N,2022-08-25,C,48
878271,Y,N,2022-08-25,C,49
878272,Y,N,2022-08-25,C,0
878273,Y,N,2022-08-25,C,1
878274,Y,N,2022-08-25,C,2
878275,Y,N,2022-08-25,C,3
878276,Y,N,2022-08-25,C,4
878277,Y,N,2022-08-25,C,5
878278,Y,N,2022-08-25,C,6
878279,Y,N,2022-08-25,C,7
878280,Y,N,2022-08-25,C,8
878281,Y,N,2022-08-25,C,9
878282,Y,N,2022-08-25,C,10
878283,Y,N,2022-08-25,C,11
878284,Y,N,2022-08-25,C,12
878285,Y,N,2022-08-25,C,13
878286,Y,N,2022-08-25,C,14
878287,Y,N,2022-08-25,C,15
878288,Y,N,2022-08-25,C,16
878289,Y,N,2022-08-25,C,17
878290,Y,N,2022-08-25,C,18
878291,Y,N,2022-08-25,C,19
878292,Y,N,2022-08-25,C,20
878293,Y,N,2022-08-25,C,21
878294,Y,N,2022-08-25,C,22
878295,Y,N,2022-08-25,C,23
878296,Y,N,2022-08-25,C,24
878297,Y,N,2022-08-25,C,25
878298,Y,N,2022-08-25,C,26
878299,Y,N,2022-08-25,C,27
878300,Y,N,2022-08-25,C,28
878301,Y,N,2022-08-25,C,29
878302,Y,N,2022-08-25,C,30
878303,Y,N,2022-08-25,C,31
878304,Y,N,2022-08-25,C,32
878305,Y,N,2022-08-25,C,33
878306,Y,N,2022-08-25,C,34
878307,Y,N,2022-08-25,C,35
878308,Y,N,2022-08-25,C,36
878309,Y,N,2022-08-25,C,37
878310,Y,N,2022-08-25,C,38
878311,Y,N,2022-08-25,C,39
878312,Y,N,2022-08-25,C,40
878313,Y,N,2022-08-25,C,41
878314,Y,N,2022-08-25,C,42
878315,Y,N,2022-08-25,C,43
878316,Y,N,2022-08-25,C,44
878317,Y,N,2022-08-25,C,45
878318,Y,N,2022-08-25,C,46
878319,Y,N,2022-08-25,C,47
878320,Y,N,2022-08-25,C,48
878321,Y,N,2022-08-25,C,49
878322,Y,N,2022-08-25,C,0
878323,Y,N,2022-08-25,C,1
878324,Y,N,2022-08-25,C,2
878325,Y,N,2022-08-25,C,3
878326,Y,N,2022-08-25,C,4
878327,Y,N,2022-08-25,C,5
878328,Y,N,2022-08-25,C,6
878329,Y,N,2022-08-25,C,7
878330,Y,N,2022-08-25,C,8
878331,Y,N,2022-08-25,C,9
878332,Y,N,2022-08-25,C,10
878333,Y,N,2022-08-25,C,11
878334,Y,N,2022-08-25,C,12
878335,Y,N,2022-08-25,C,13
878336,Y,N,2022-08-25,C,14
878337,Y,N,2022-08-25,C,15
878338,Y,N,2022-08-25,C,16
878339,Y,N,2022-08-25,C,17
878340,Y,N,2022-08-25,C,18
878341,Y,N,2022-08-25,C,19
878342,Y,N,2022-08-25,C,20
878343,Y,N,2022-08-25,C,21
878344,Y,N,2022-08-25,C,22
878345,Y,N,2022-08-25,C,23
878346,Y,N,2022-08-25,C,24
878347,Y,N,2022-08-25,C,25
878348,Y,N,2022-08-25,C,26
878349,Y,N,2022-08-25,C,27
878350,Y,N,2022-08-25,C,28
878351,Y,N,2022-08-25,C,29
878352,Y,N,2022-08-25,C,30
878353,Y,N,2022-08-25,C,31
878354,Y,N,2022-08-25,C,32
878355,Y,N,2022-08-25,C,33
878356,Y,N,2022-08-25,C,34
878357,Y,N,2022-08-25,C,35
878358,Y,N,2022-08-25,C,36
878359,Y,N,2022-08-25,C,37
878360,Y,N,2022-08-25,C,38
878361,Y,N,2022-08-25,C,39
878362,Y,N,2022-08-25,C,40
878363,Y,N,2022-08-25,C,41
878364,Y,N,2022-08-25,C,42
878365,Y,N,2022-08-25,C,43
878366,Y,N,2022-08-25,C,44
878367,Y,N,2022-08-25,C,45
878368,Y,N,2022-08-25,C,46
878369,Y,N,2022-08-25,C,47
878370,Y,N,2022-08-25,C,48
878371,Y,N,2022-08-25,C,49
878372,Y,N,2022-08-25,C,0
878373,Y,N,2022-08-25,C,1
878374,Y,N,2022-08-25,C,2
878375,Y,N,2022-08-25,C,3
878376,Y,N,2022-08-25,C,4
878377,Y,N,2022-08-25,C,5
878378,Y,N,2022-08-25,C,6
878379,Y,N,2022-08-25,C,7
878380,Y,N,2022-08-25,C,8
878381,Y,N,2022-08-25,C,9
878382,Y,N,2022-08-25,C,10
878383,Y,N,2022-08-25,C,11
878384,Y,N,2022-08-25,C,12
878385,Y,N,2022-08-25,C,13
878386,Y,N,2022-08-25,C,14
878387,Y,N,2022-08-25,C,15
878388,Y,N,2022-08-25,C,16
878389,Y,N,2022-08-25,C,17
878390,Y,N,2022-08-25,C,18
878391,Y,N,2022-08-25,C,19
878392,Y,N,2022-08-25,C,20
878393,Y,N,2022-08-25,C,21
878394,Y,N,2022-08-25,C,22
878395,Y,N,2022-08-25,C,23
878396,Y,N,2022-08-25,C,24
878397,Y,N,2022-08-25,C,25
878398,Y,N,2022-08-25,C,26
878399,Y,N,2022-08-25,C,27
878400,Y,N,2022-08-25,C,28
878401,Y,N,2022-08-25,C,29
878402,Y,N,2022-08-25,C,30
878403,Y,N,2022-08-25,C,31
878404,Y,N,2022-08-25,C,32
878405,Y,N,2022-08-25,C,33
878406,Y,N,2022-08-25,C,34
878407,Y,N,2022-08-25,C,35
878408,Y,N,2022-08-25,C,36
878409,Y,N,2022-08-25,C,37
878410,Y,N,2022-08-25,C,38
878411,Y,N,2022-08-25,C,39
878412,Y,N,2022-08-25,C,40
878413,Y,N,2022-08-25,C,41
878414,Y,N,2022-08-25,C,42
878415,Y,N,2022-08-25,C,43
878416,Y,N,2022-08-25,C,44
878417,Y,N,2022-08-25,C,45
878418,Y,N,2022-08-25,C,46
878419,Y,N,2022-08-25,C,47
878420,Y,N,2022-08-25,C,48
878421,Y,N,2022-08-25,C,49
878422,Y,N,2022-08-25,C,0
878423,Y,N,2022-08-25,C,1
878424,Y,N,2022-08-25,C,2
878425,Y,N,2022-08-25,C,3
878426,Y,N,2022-08-25,C,4
878427,Y,N,2022-08-25,C,5
878428,Y,N,2022-08-25,C,6
878429,Y,N,2022-08-25,C,7
878430,Y,N,2022-08-25,C,8
878431,Y,N,2022-08-25,C,9
878432,Y,N,2022-08-25,C,10
878433,Y,N,2022-08-25,C,11
878434,Y,N,2022-08-25,C,12
878435,Y,N,2022-08-25,C,13
878436,Y,N,2022-08-25,C,14
878437,Y,N,2022-08-25,C,15
878438,Y,N,2022-08-25,C,16
878439,Y,N,2022-08-25,C,17
878440,Y,N,2022-08-25,C,18
878441,Y,N,2022-08-25,C,19
878442,Y,N,2022-08-25,C,20
878443,Y,N,2022-08-25,C,21
878444,Y,N,2022-08-25,C,22
878445,Y,N,2022-08-25,C,23
878446,Y,N,2022-08-25,C,24
878447,Y,N,2022-08-25,C,25
878448,Y,N,2022-08-25,C,26
878449,Y,N,2022-08-25,C,27
878450,Y,N,2022-08-25,C,28
878451,Y,N,2022-08-25,C,29
878452,Y,N,2022-08-25,C,30
878453,Y,N,2022-08-25,C,31
878454,Y,N,2022-08-25,C,32
878455,Y,N,2022-08-25,C,33
878456,Y,N,2022-08-25,C,34
878457,Y,N,2022-08-25,C,35
878458,Y,N,2022-08-25,C,36
878459,Y,N,2022-08-25,C,37
878460,Y,N,2022-08-25,C,38
878461,Y,N,2022-08-25,C,39
878462,Y,N,2022-08-25,C,40
878463,Y,N,2022-08-25,C,41
878464,Y,N,2022-08-25,C,42
878465,Y,N,2022-08-25,C,43
878466,Y,N,2022-08-25,C,44
878467,Y,N,2022-08-25,C,45
878468,Y,N,2022-08-25,C,46
878469,Y,N,2022-08-25,C,47
878470,Y,N,2022-08-25,C,48
878471,Y,N,2022-08-25,C,49
878472,Y,N,2022-08-25,C,0
878473,Y,N,2022-08-25,C,1
878474,Y,N,2022-08-25,C,2
878475,Y,N,2022-08-25,C,3
878476,Y,N,2022-08-25,C,4
878477,Y,N,2022-08-25,C,5
878478,Y,N,2022-08-25,C,6
878479,Y,N,2022-08-25,C,7
878480,Y,N,2022-08-25,C,8
878481,Y,N,2022-08-25,C,9
878482,Y,N,2022-08-25,C,10
878483,Y,N,2022-08-25,C,11
878484,Y,N,2022-08-25,C,12
878485,Y,N,2022-08-25,C,13
878486,Y,N,2022-08-25,C,14
878487,Y,N,2022-08-25,C,15
878488,Y,N,2022-08-25,C,16
878489,Y,N,2022-08-25,C,17
878490,Y,N,2022-08-25,C,18
878491,Y,N,2022-08-25,C,19
878492,Y,N,2022-08-25,C,20
878493,Y,N,2022-08-25,C,21
878494,Y,N,2022-08-25,C,22
878495,Y,N,2022-08-25,C,23
878496,Y,N,2022-08-25,C,24
878497,Y,N,2022-08-25,C,25
878498,Y,N,2022-08-25,C,26
878499,Y,N,2022-08-25,C,27
878500,Y,N,2022-08-25,C,28
878501,Y,N,2022-08-25,C,29
878502,Y,N,2022-08-25,C,30
878503,Y,N,2022-08-25,C,31
878504,Y,N,2022-08-25,C,32
878505,Y,N,2022-08-25,C,33
878506,Y,N,2022-08-25,C,34
878507,Y,N,2022-08-25,C,35
878508,Y,N,2022-08-25,C,36
878509,Y,N,2022-08-25,C,37
878510,Y,N,2022-08-25,C,38
878511,Y,N,2022-08-25,C,39
878512,Y,N,2022-08-25,C,40
878513,Y,N,2022-08-25,C,41
878514,Y,N,2022-08-25,C,42
878515,Y,N,2022-08-25,C,43
878516,Y,N,2022-08-25,C,44
878517,Y,N,2022-08-25,C,45
878518,Y,N,2022-08-25,C,46
878519,Y,N,2022-08-25,C,47
878520,Y,N,2022-08-25,C,48
878521,Y,N,2022-08-25,C,49
878522,Y,N,2022-08-25,C,0
878523,Y,N,2022-08-25,C,1
878524,Y,N,2022-08-25,C,2
878525,Y,N,2022-08-25,C,3
878526,Y,N,2022-08-25,C,4
878527,Y,N,2022-08-25,C,5
878528,Y,N,2022-08-25,C,6
878529,Y,N,2022-08-25,C,7
878530,Y,N,2022-08-25,C,8
878531,Y,N,2022-08-25,C,9
878532,Y,N,2022-08-25,C,10
878533,Y,N,2022-08-25,C,11
878534,Y,N,2022-08-25,C,12
878535,Y,N,2022-08-25,C,13
878536,Y,N,2022-08-25,C,14
878537,Y,N,2022-08-25,C,15
878538,Y,N,2022-08-25,C,16
878539,Y,N,2022-08-25,C,17
878540,Y,N,2022-08-25,C,18
878541,Y,N,2022-08-25,C,19
878542,Y,N,2022-08-25,C,20
878543,Y,N,2022-08-25,C,21
878544,Y,N,2022-08-25,C,22
878545,Y,N,2022-08-25,C,23
878546,Y,N,2022-08-25,C,24
878547,Y,N,2022-08-25,C,25
878548,Y,N,2022-08-25,C,26
878549,Y,N,2022-08-25,C,27
878550,Y,N,2022-08-25,C,28
878551,Y,N,2022-08-25,C,29
878552,Y,N,2022-08-25,C,30
878553,Y,N,2022-08-25,C,31
878554,Y,N,2022-08-25,C,32
878555,Y,N,2022-08-25,C,33
878556,Y,N,2022-08-25,C,34
878557,Y,N,2022-08-25,C,35
878558,Y,N,2022-08-25,C,36
878559,Y,N,2022-08-25,C,37
878560,Y,N,2022-08-25,C,38
878561,Y,N,2022-08-25,C,39
878562,Y,N,2022-08-25,C,40
878563,Y,N,2022-08-25,C,41
878564,Y,N,2022-08-25,C,42
878565,Y,N,2022-08-25,C,43
878566,Y,N,2022-08-25,C,44
878567,Y,N,2022-08-25,C,45
878568,Y,N,2022-08-25,C,46
878569,Y,N,2022-08-25,C,47
878570,Y,N,2022-08-25,C,48
878571,Y,N,2022-08-25,C,49
878572,Y,N,2022-08-25,C,0
878573,Y,N,2022-08-25,C,1
878574,Y,N,2022-08-25,C,2
878575,Y,N,2022-08-25,C,3
878576,Y,N,2022-08-25,C,4
878577,Y,N,2022-08-25,C,5
878578,Y,N,2022-08-25,C,6
878579,Y,N,2022-08-25,C,7
878580,Y,N,2022-08-25,C,8
878581,Y,N,2022-08-25,C,9
878582,Y,N,2022-08-25,C,10
878583,Y,N,2022-08-25,C,11
878584,Y,N,2022-08-25,C,12
878585,Y,N,2022-08-25,C,13
878586,Y,N,2022-08-25,C,14
878587,Y,N,2022-08-25,C,15
878588,Y,N,2022-08-25,C,16
878589,Y,N,2022-08-25,C,17
878590,Y,N,2022-08-25,C,18
878591,Y,N,2022-08-25,C,19
878592,Y,N,2022-08-25,C,20
878593,Y,N,2022-08-25,C,21
878594,Y,N,2022-08-25,C,22
878595,Y,N,2022-08-25,C,23
878596,Y,N,2022-08-25,C,24
878597,Y,N,2022-08-25,C,25
878598,Y,N,2022-08-25,C,26
878599,Y,N,2022-08-25,C,27
878600,Y,N,2022-08-25,C,28
878601,Y,N,2022-08-25,C,29
878602,Y,N,2022-08-25,C,30
878603,Y,N,2022-08-25,C,31
878604,Y,N,2022-08-25,C,32
878605,Y,N,2022-08-25,C,33
878606,Y,N,2022-08-25,C,34
878607,Y,N,2022-08-25,C,35
878608,Y,N,2022-08-25,C,36
878609,Y,N,2022-08-25,C,37
878610,Y,N,2022-08-25,C,38
878611,Y,N,2022-08-25,C,39
878612,Y,N,2022-08-25,C,40
878613,Y,N,2022-08-25,C,41
878614,Y,N,2022-08-25,C,42
878615,Y,N,2022-08-25,C,43
878616,Y,N,2022-08-25,C,44
878617,Y,N,2022-08-25,C,45
878618,Y,N,2022-08-25,C,46
878619,Y,N,2022-08-25,C,47
878620,Y,N,2022-08-25,C,48
878621,Y,N,2022-08-25,C,49
878622,Y,N,2022-08-25,C,0
878623,Y,N,2022-08-25,C,1
878624,Y,N,2022-08-25,C,2
878625,Y,N,2022-08-25,C,3
878626,Y,N,2022-08-25,C,4
878627,Y,N,2022-08-25,C,5
878628,Y,N,2022-08-25,C,6
878629,Y,N,2022-08-25,C,7
878630,Y,N,2022-08-25,C,8
878631,Y,N,2022-08-25,C,9
878632,Y,N,2022-08-25,C,10
878633,Y,N,2022-08-25,C,11
878634,Y,N,2022-08-25,C,12
878635,Y,N,2022-08-25,C,13
878636,Y,N,2022-08-25,C,14
878637,Y,N,2022-08-25,C,15
878638,Y,N,2022-08-25,C,16
878639,Y,N,2022-08-25,C,17
878640,Y,N,2022-08-25,C,18
878641,Y,N,2022-08-25,C,19
878642,Y,N,2022-08-25,C,20
878643,Y,N,2022-08-25,C,21
878644,Y,N,2022-08-25,C,22
878645,Y,N,2022-08-25,C,23
878646,Y,N,2022-08-25,C,24
878647,Y,N,2022-08-25,C,25
878648,Y,N,2022-08-25,C,26
878649,Y,N,2022-08-25,C,27
878650,Y,N,2022-08-25,C,28
878651,Y,N,2022-08-25,C,29
878652,Y,N,2022-08-25,C,30
878653,Y,N,2022-08-25,C,31
878654,Y,N,2022-08-25,C,32
878655,Y,N,2022-08-25,C,33
878656,Y,N,2022-08-25,C,34
878657,Y,N,2022-08-25,C,35
878658,Y,N,2022-08-25,C,36
878659,Y,N,2022-08-25,C,37
878660,Y,N,2022-08-25,C,38
878661,Y,N,2022-08-25,C,39
878662,Y,N,2022-08-25,C,40
878663,Y,N,2022-08-25,C,41
878664,Y,N,2022-08-25,C,42
878665,Y,N,2022-08-25,C,43
878666,Y,N,2022-08-25,C,44
878667,Y,N,2022-08-25,C,45
878668,Y,N,2022-08-25,C,46
878669,Y,N,2022-08-25,C,47
878670,Y,N,2022-08-25,C,48
878671,Y,N,2022-08-25,C,49
878672,Y,N,2022-08-25,C,0
878673,Y,N,2022-08-25,C,1
878674,Y,N,2022-08-25,C,2
878675,Y,N,2022-08-25,C,3
878676,Y,N,2022-08-25,C,4
878677,Y,N,2022-08-25,C,5
878678,Y,N,2022-08-25,C,6
878679,Y,N,2022-08-25,C,7
878680,Y,N,2022-08-25,C,8
878681,Y,N,2022-08-25,C,9
878682,Y,N,2022-08-25,C,10
878683,Y,N,2022-08-25,C,11
878684,Y,N,2022-08-25,C,12
878685,Y,N,2022-08-25,C,13
878686,Y,N,2022-08-25,C,14
878687,Y,N,2022-08-25,C,15
878688,Y,N,2022-08-25,C,16
878689,Y,N,2022-08-25,C,17
878690,Y,N,2022-08-25,C,18
878691,Y,N,2022-08-25,C,19
878692,Y,N,2022-08-25,C,20
878693,Y,N,2022-08-25,C,21
878694,Y,N,2022-08-25,C,22
878695,Y,N,2022-08-25,C,23
878696,Y,N,2022-08-25,C,24
878697,Y,N,2022-08-25,C,25
878698,Y,N,2022-08-25,C,26
878699,Y,N,2022-08-25,C,27
878700,Y,N,2022-08-25,C,28
878701,Y,N,2022-08-25,C,29
878702,Y,N,2022-08-25,C,30
878703,Y,N,2022-08-25,C,31
878704,Y,N,2022-08-25,C,32
878705,Y,N,2022-08-25,C,33
878706,Y,N,2022-08-25,C,34
878707,Y,N,2022-08-25,C,35
878708,Y,N,2022-08-25,C,36
878709,Y,N,2022-08-25,C,37
878710,Y,N,2022-08-25,C,38
878711,Y,N,2022-08-25,C,39
878712,Y,N,2022-08-25,C,40
878713,Y,N,2022-08-25,C,41
878714,Y,N,2022-08-25,C,42
878715,Y,N,2022-08-25,C,43
878716,Y,N,2022-08-25,C,44
878717,Y,N,2022-08-25,C,45
878718,Y,N,2022-08-25,C,46
878719,Y,N,2022-08-25,C,47
878720,Y,N,2022-08-25,C,48
878721,Y,N,2022-08-25,C,49
878722,Y,N,2022-08-25,C,0
878723,Y,N,2022-08-25,C,1
878724,Y,N,2022-08-25,C,2
878725,Y,N,2022-08-25,C,3
878726,Y,N,2022-08-25,C,4
878727,Y,N,2022-08-25,C,5
878728,Y,N,2022-08-25,C,6
878729,Y,N,2022-08-25,C,7
878730,Y,N,2022-08-25,C,8
878731,Y,N,2022-08-25,C,9
878732,Y,N,2022-08-25,C,10
878733,Y,N,2022-08-25,C,11
878734,Y,N,2022-08-25,C,12
878735,Y,N,2022-08-25,C,13
878736,Y,N,2022-08-25,C,14
878737,Y,N,2022-08-25,C,15
878738,Y,N,2022-08-25,C,16
878739,Y,N,2022-08-25,C,17
878740,Y,N,2022-08-25,C,18
878741,Y,N,2022-08-25,C,19
878742,Y,N,2022-08-25,C,20
878743,Y,N,2022-08-25,C,21
878744,Y,N,2022-08-25,C,22
878745,Y,N,2022-08-25,C,23
878746,Y,N,2022-08-25,C,24
878747,Y,N,2022-08-25,C,25
878748,Y,N,2022-08-25,C,26
878749,Y,N,2022-08-25,C,27
878750,Y,N,2022-08-25,C,28
878751,Y,N,2022-08-25,C,29
878752,Y,N,2022-08-25,C,30
878753,Y,N,2022-08-25,C,31
878754,Y,N,2022-08-25,C,32
878755,Y,N,2022-08-25,C,33
878756,Y,N,2022-08-25,C,34
878757,Y,N,2022-08-25,C,35
878758,Y,N,2022-08-25,C,36
878759,Y,N,2022-08-25,C,37
878760,Y,N,2022-08-25,C,38
878761,Y,N,2022-08-25,C,39
878762,Y,N,2022-08-25,C,40
878763,Y,N,2022-08-25,C,41
878764,Y,N,2022-08-25,C,42
878765,Y,N,2022-08-25,C,43
878766,Y,N,2022-08-25,C,44
878767,Y,N,2022-08-25,C,45
878768,Y,N,2022-08-25,C,46
878769,Y,N,2022-08-25,C,47
878770,Y,N,2022-08-25,C,48
878771,Y,N,2022-08-25,C,49
878772,Y,N,2022-08-25,C,0
878773,Y,N,2022-08-25,C,1
878774,Y,N,2022-08-25,C,2
878775,Y,N,2022-08-25,C,3
878776,Y,N,2022-08-25,C,4
878777,Y,N,2022-08-25,C,5
878778,Y,N,2022-08-25,C,6
878779,Y,N,2022-08-25,C,7
878780,Y,N,2022-08-25,C,8
878781,Y,N,2022-08-25,C,9
878782,Y,N,2022-08-25,C,10
878783,Y,N,2022-08-25,C,11
878784,Y,N,2022-08-25,C,12
878785,Y,N,2022-08-25,C,13
878786,Y,N,2022-08-25,C,14
878787,Y,N,2022-08-25,C,15
878788,Y,N,2022-08-25,C,16
878789,Y,N,2022-08-25,C,17
878790,Y,N,2022-08-25,C,18
878791,Y,N,2022-08-25,C,19
878792,Y,N,2022-08-25,C,20
878793,Y,N,2022-08-25,C,21
878794,Y,N,2022-08-25,C,22
878795,Y,N,2022-08-25,C,23
878796,Y,N,2022-08-25,C,24
878797,Y,N,2022-08-25,C,25
878798,Y,N,2022-08-25,C,26
878799,Y,N,2022-08-25,C,27
878800,Y,N,2022-08-25,C,28
878801,Y,N,2022-08-25,C,29
878802,Y,N,2022-08-25,C,30
878803,Y,N,2022-08-25,C,31
878804,Y,N,2022-08-25,C,32
878805,Y,N,2022-08-25,C,33
878806,Y,N,2022-08-25,C,34
878807,Y,N,2022-08-25,C,35
878808,Y,N,2022-08-25,C,36
878809,Y,N,2022-08-25,C,37
878810,Y,N,2022-08-25,C,38
878811,Y,N,2022-08-25,C,39
878812,Y,N,2022-08-25,C,40
878813,Y,N,2022-08-25,C,41
878814,Y,N,2022-08-25,C,42
878815,Y,N,2022-08-25,C,43
878816,Y,N,2022-08-25,C,44
878817,Y,N,2022-08-25,C,45
878818,Y,N,2022-08-25,C,46
878819,Y,N,2022-08-25,C,47
878820,Y,N,2022-08-25,C,48
878821,Y,N,2022-08-25,C,49
878822,Y,N,2022-08-25,C,0
878823,Y,N,2022-08-25,C,1
878824,Y,N,2022-08-25,C,2
878825,Y,N,2022-08-25,C,3
878826,Y,N,2022-08-25,C,4
878827,Y,N,2022-08-25,C,5
878828,Y,N,2022-08-25,C,6
878829,Y,N,2022-08-25,C,7
878830,Y,N,2022-08-25,C,8
878831,Y,N,2022-08-25,C,9
878832,Y,N,2022-08-25,C,10
878833,Y,N,2022-08-25,C,11
878834,Y,N,2022-08-25,C,12
878835,Y,N,2022-08-25,C,13
878836,Y,N,2022-08-25,C,14
878837,Y,N,2022-08-25,C,15
878838,Y,N,2022-08-25,C,16
878839,Y,N,2022-08-25,C,17
878840,Y,N,2022-08-25,C,18
878841,Y,N,2022-08-25,C,19
878842,Y,N,2022-08-25,C,20
878843,Y,N,2022-08-25,C,21
878844,Y,N,2022-08-25,C,22
878845,Y,N,2022-08-25,C,23
878846,Y,N,2022-08-25,C,24
878847,Y,N,2022-08-25,C,25
878848,Y,N,2022-08-25,C,26
878849,Y,N,2022-08-25,C,27
878850,Y,N,2022-08-25,C,28
878851,Y,N,2022-08-25,C,29
878852,Y,N,2022-08-25,C,30
878853,Y,N,2022-08-25,C,31
878854,Y,N,2022-08-25,C,32
878855,Y,N,2022-08-25,C,33
878856,Y,N,2022-08-25,C,34
878857,Y,N,2022-08-25,C,35
878858,Y,N,2022-08-25,C,36
878859,Y,N,2022-08-25,C,37
878860,Y,N,2022-08-25,C,38
878861,Y,N,2022-08-25,C,39
878862,Y,N,2022-08-25,C,40
878863,Y,N,2022-08-25,C,41
878864,Y,N,2022-08-25,C,42
878865,Y,N,2022-08-25,C,43
878866,Y,N,2022-08-25,C,44
878867,Y,N,2022-08-25,C,45
878868,Y,N,2022-08-25,C,46
878869,Y,N,2022-08-25,C,47
878870,Y,N,2022-08-25,C,48
878871,Y,N,2022-08-25,C,49
878872,Y,N,2022-08-25,C,0
878873,Y,N,2022-08-25,C,1
878874,Y,N,2022-08-25,C,2
878875,Y,N,2022-08-25,C,3
878876,Y,N,2022-08-25,C,4
878877,Y,N,2022-08-25,C,5
878878,Y,N,2022-08-25,C,6
878879,Y,N,2022-08-25,C,7
878880,Y,N,2022-08-25,C,8
878881,Y,N,2022-08-25,C,9
878882,Y,N,2022-08-25,C,10
878883,Y,N,2022-08-25,C,11
878884,Y,N,2022-08-25,C,12
878885,Y,N,2022-08-25,C,13
878886,Y,N,2022-08-25,C,14
878887,Y,N,2022-08-25,C,15
878888,Y,N,2022-08-25,C,16
878889,Y,N,2022-08-25,C,17
878890,Y,N,2022-08-25,C,18
878891,Y,N,2022-08-25,C,19
878892,Y,N,2022-08-25,C,20
878893,Y,N,2022-08-25,C,21
878894,Y,N,2022-08-25,C,22
878895,Y,N,2022-08-25,C,23
878896,Y,N,2022-08-25,C,24
878897,Y,N,2022-08-25,C,25
878898,Y,N,2022-08-25,C,26
878899,Y,N,2022-08-25,C,27
878900,Y,N,2022-08-25,C,28
878901,Y,N,2022-08-25,C,29
878902,Y,N,2022-08-25,C,30
878903,Y,N,2022-08-25,C,31
878904,Y,N,2022-08-25,C,32
878905,Y,N,2022-08-25,C,33
878906,Y,N,2022-08-25,C,34
878907,Y,N,2022-08-25,C,35
878908,Y,N,2022-08-25,C,36
878909,Y,N,2022-08-25,C,37
878910,Y,N,2022-08-25,C,38
878911,Y,N,2022-08-25,C,39
878912,Y,N,2022-08-25,C,40
878913,Y,N,2022-08-25,C,41
878914,Y,N,2022-08-25,C,42
878915,Y,N,2022-08-25,C,43
878916,Y,N,2022-08-25,C,44
878917,Y,N,2022-08-25,C,45
878918,Y,N,2022-08-25,C,46
878919,Y,N,2022-08-25,C,47
878920,Y,N,2022-08-25,C,48
878921,Y,N,2022-08-25,C,49
878922,Y,N,2022-08-25,C,0
878923,Y,N,2022-08-25,C,1
878924,Y,N,2022-08-25,C,2
878925,Y,N,2022-08-25,C,3
878926,Y,N,2022-08-25,C,4
878927,Y,N,2022-08-25,C,5
878928,Y,N,2022-08-25,C,6
878929,Y,N,2022-08-25,C,7
878930,Y,N,2022-08-25,C,8
878931,Y,N,2022-08-25,C,9
878932,Y,N,2022-08-25,C,10
878933,Y,N,2022-08-25,C,11
878934,Y,N,2022-08-25,C,12
878935,Y,N,2022-08-25,C,13
878936,Y,N,2022-08-25,C,14
878937,Y,N,2022-08-25,C,15
878938,Y,N,2022-08-25,C,16
878939,Y,N,2022-08-25,C,17
878940,Y,N,2022-08-25,C,18
878941,Y,N,2022-08-25,C,19
878942,Y,N,2022-08-25,C,20
878943,Y,N,2022-08-25,C,21
878944,Y,N,2022-08-25,C,22
878945,Y,N,2022-08-25,C,23
878946,Y,N,2022-08-25,C,24
878947,Y,N,2022-08-25,C,25
878948,Y,N,2022-08-25,C,26
878949,Y,N,2022-08-25,C,27
878950,Y,N,2022-08-25,C,28
878951,Y,N,2022-08-25,C,29
878952,Y,N,2022-08-25,C,30
878953,Y,N,2022-08-25,C,31
878954,Y,N,2022-08-25,C,32
878955,Y,N,2022-08-25,C,33
878956,Y,N,2022-08-25,C,34
878957,Y,N,2022-08-25,C,35
878958,Y,N,2022-08-25,C,36
878959,Y,N,2022-08-25,C,37
878960,Y,N,2022-08-25,C,38
878961,Y,N,2022-08-25,C,39
878962,Y,N,2022-08-25,C,40
878963,Y,N,2022-08-25,C,41
878964,Y,N,2022-08-25,C,42
878965,Y,N,2022-08-25,C,43
878966,Y,N,2022-08-25,C,44
